object_type,schema,object_name,path,lines,module
index,public,idx_user_stats_global_rank,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/259-idx_user_stats_global_rank.sql,14,PUB
index,public,idx_user_stats_level,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/260-idx_user_stats_level.sql,14,PUB
index,public,idx_user_stats_ml_coins,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/261-idx_user_stats_ml_coins.sql,14,PUB
index,public,idx_user_stats_streak,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/262-idx_user_stats_streak.sql,14,PUB
index,public,idx_user_stats_tenant_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/263-idx_user_stats_tenant_id.sql,14,PUB
index,public,idx_user_stats_tenant_level,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/264-idx_user_stats_tenant_level.sql,14,PUB
index,public,idx_user_stats_user_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/265-idx_user_stats_user_id.sql,14,PUB
index,public,idx_user_suspensions_suspended_by,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/266-idx_user_suspensions_suspended_by.sql,14,PUB
index,public,idx_user_suspensions_until,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/267-idx_user_suspensions_until.sql,14,PUB
index,public,idx_user_suspensions_user_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/268-idx_user_suspensions_user_id.sql,14,PUB
index,public,idx_achievements_active,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_achievements_active.sql,5,PUB
index,public,idx_achievements_category,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_achievements_category.sql,5,PUB
index,public,idx_achievements_conditions_gin,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_achievements_conditions_gin.sql,5,PUB
index,public,idx_achievements_secret,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_achievements_secret.sql,5,PUB
index,public,idx_activity_created,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_activity_created.sql,5,PUB
index,public,idx_activity_module,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_activity_module.sql,5,PUB
index,public,idx_activity_session,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_activity_session.sql,5,PUB
index,public,idx_activity_type,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_activity_type.sql,5,PUB
index,public,idx_activity_user,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_activity_user.sql,5,PUB
index,public,idx_alerts_open,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_alerts_open.sql,5,PUB
index,public,idx_alerts_severity,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_alerts_severity.sql,5,PUB
index,public,idx_alerts_status,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_alerts_status.sql,5,PUB
index,public,idx_alerts_triggered,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_alerts_triggered.sql,5,PUB
index,public,idx_alerts_type,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_alerts_type.sql,5,PUB
index,public,idx_assignment_classrooms_assignment_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_classrooms_assignment_id.sql,5,PUB
index,public,idx_assignment_classrooms_classroom_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_classrooms_classroom_id.sql,5,PUB
index,public,idx_assignment_exercises_assignment_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_exercises_assignment_id.sql,5,PUB
index,public,idx_assignment_exercises_exercise_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_exercises_exercise_id.sql,5,PUB
index,public,idx_assignment_exercises_order,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_exercises_order.sql,5,PUB
index,public,idx_assignment_students_assignment_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_students_assignment_id.sql,5,PUB
index,public,idx_assignment_students_student_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_students_student_id.sql,5,PUB
index,public,idx_assignment_submissions_assignment_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_submissions_assignment_id.sql,5,PUB
index,public,idx_assignment_submissions_graded_by,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_submissions_graded_by.sql,5,PUB
index,public,idx_assignment_submissions_status,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_submissions_status.sql,5,PUB
index,public,idx_assignment_submissions_student_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_submissions_student_id.sql,5,PUB
index,public,idx_assignment_submissions_submitted_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignment_submissions_submitted_at.sql,5,PUB
index,public,idx_assignments_due_date,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignments_due_date.sql,5,PUB
index,public,idx_assignments_is_published,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignments_is_published.sql,5,PUB
index,public,idx_assignments_teacher_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignments_teacher_id.sql,5,PUB
index,public,idx_assignments_type,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_assignments_type.sql,5,PUB
index,public,idx_audit_logs_actor,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_audit_logs_actor.sql,5,PUB
index,public,idx_audit_logs_correlation,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_audit_logs_correlation.sql,5,PUB
index,public,idx_audit_logs_created,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_audit_logs_created.sql,5,PUB
index,public,idx_audit_logs_event_type,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/indexes/idx_audit_logs_event_type.sql,5,PUB
index,public,assignment_classrooms,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/assignment_classrooms.sql,19,PUB
index,public,assignment_exercises,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/assignment_exercises.sql,22,PUB
index,public,assignment_students,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/assignment_students.sql,19,PUB
trigger,public,assignment_submissions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/assignment_submissions.sql,38,PUB
trigger,public,assignments,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/assignments.sql,35,PUB
index,public,teacher_notes,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/tables/teacher_notes.sql,23,PUB
trigger,public,trg_assignment_classrooms_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/01-trg_assignment_classrooms_updated_at.sql,14,PUB
trigger,public,trg_assignment_exercises_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/02-trg_assignment_exercises_updated_at.sql,14,PUB
trigger,public,trg_assignment_students_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/03-trg_assignment_students_updated_at.sql,14,PUB
trigger,public,trg_assignment_submissions_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/04-trg_assignment_submissions_updated_at.sql,14,PUB
trigger,public,trg_assignments_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/05-trg_assignments_updated_at.sql,14,PUB
trigger,public,trg_teacher_notes_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/09-trg_teacher_notes_updated_at.sql,14,PUB
trigger,public,trg_assignment_audit_creation,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/10-trg_assignment_audit_creation.sql,16,PUB
trigger,public,trg_assignment_submissions_publish,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/triggers/11-trg_assignment_submissions_publish.sql,16,PUB
view,public,01-assignment_submission_stats,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/views/01-assignment_submission_stats.sql,67,PUB
view,public,02-classroom_overview,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/views/02-classroom_overview.sql,73,PUB
view,public,03-for,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/public/views/03-for.sql,49,PUB
function,social_features,cleanup_old_notifications,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/functions/cleanup_old_notifications.sql,42,SOC
unknown,social_features,01-enable-rls,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/01-enable-rls.sql,29,SOC
unknown,social_features,02-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/02-policies.sql,219,SOC
unknown,social_features,02-schools-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/02-schools-policies.sql,67,SOC
unknown,social_features,03-classrooms-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/03-classrooms-policies.sql,102,SOC
unknown,social_features,03-grants,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/03-grants.sql,25,SOC
unknown,social_features,04-classroom-members-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/04-classroom-members-policies.sql,74,SOC
unknown,social_features,05-friendships-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/05-friendships-policies.sql,59,SOC
unknown,social_features,06-teams-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/06-teams-policies.sql,70,SOC
index,social_features,friendships,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/01-friendships.sql,116,SOC
trigger,social_features,schools,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/02-schools.sql,152,SOC
trigger,social_features,classrooms,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/03-classrooms.sql,189,SOC
trigger,social_features,classroom_members,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/04-classroom_members.sql,190,SOC
trigger,social_features,teams,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/05-teams.sql,181,SOC
index,social_features,team_members,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/06-team_members.sql,115,SOC
index,social_features,team_challenges,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/07-team_challenges.sql,108,SOC
trigger,social_features,trg_classroom_members_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/24-trg_classroom_members_updated_at.sql,15,SOC
trigger,social_features,trg_update_classroom_count,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/25-trg_update_classroom_count.sql,15,SOC
trigger,social_features,trg_classrooms_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/26-trg_classrooms_updated_at.sql,15,SOC
trigger,social_features,trg_schools_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/27-trg_schools_updated_at.sql,15,SOC
trigger,social_features,trg_teams_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/28-trg_teams_updated_at.sql,15,SOC
enum,storage,buckettype,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/storage/enums/buckettype.sql,6,STO
unknown,system_configuration,01-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/rls-policies/01-policies.sql,70,CFG
trigger,system_configuration,system_settings,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/01-system_settings.sql,113,CFG
trigger,system_configuration,feature_flags,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/02-feature_flags.sql,112,CFG
trigger,system_configuration,notification_settings,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/03-notification_settings.sql,138,CFG
trigger,system_configuration,trg_feature_flags_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/triggers/29-trg_feature_flags_updated_at.sql,15,CFG
trigger,system_configuration,trg_system_settings_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/triggers/30-trg_system_settings_updated_at.sql,15,CFG
