obj_id,layer,module,type,name,path
OBJ-BE-GAM-CTRL-MISSIONS-CONTROLLER,BE,GAM,controller,missions.controller,missions/controllers/missions.controller.ts
OBJ-BE-GAM-SVC-MISSIONS-SERVICE,BE,GAM,service,missions.service,missions/services/missions.service.ts
OBJ-BE-GAM-ENT-MISSION-ENTITY,BE,GAM,entity,mission.entity,missions/entities/mission.entity.ts
OBJ-BE-GAM-CTRL-POWERUPS-CONTROLLER,BE,GAM,controller,powerups.controller,powerups/controllers/powerups.controller.ts
OBJ-BE-GAM-SVC-POWERUPS-SERVICE,BE,GAM,service,powerups.service,powerups/services/powerups.service.ts
OBJ-BE-GAM-ENT-COMODINES-INVENTORY-ENTITY,BE,GAM,entity,comodines-inventory.entity,powerups/entities/comodines-inventory.entity.ts
OBJ-DB-EDU-FN-CALCULATE-LEARNING-PATH,DB,EDU,function,calculate_learning_path,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/functions/calculate_learning_path.sql
OBJ-DB-EDU-FN-GET-RECOMMENDED-MISSIONS,DB,EDU,function,get_recommended_missions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/functions/get_recommended_missions.sql
OBJ-DB-EDU-UNKN-01-ENABLE-RLS,DB,EDU,unknown,01-enable-rls,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/rls-policies/01-enable-rls.sql
OBJ-DB-EDU-UNKN-02-MODULES-EXERCISES-POLICIES,DB,EDU,unknown,02-modules-exercises-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/rls-policies/02-modules-exercises-policies.sql
OBJ-DB-EDU-TRG-MODULES,DB,EDU,trigger,modules,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/tables/01-modules.sql
OBJ-DB-EDU-TRG-EXERCISES,DB,EDU,trigger,exercises,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/tables/02-exercises.sql
OBJ-DB-EDU-TRG-ASSESSMENT-RUBRICS,DB,EDU,trigger,assessment_rubrics,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/tables/03-assessment_rubrics.sql
OBJ-DB-EDU-TRG-MEDIA-RESOURCES,DB,EDU,trigger,media_resources,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/tables/04-media_resources.sql
OBJ-DB-EDU-TRG-TRG-ASSESSMENT-RUBRICS-UPDATED-AT,DB,EDU,trigger,trg_assessment_rubrics_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/triggers/11-trg_assessment_rubrics_updated_at.sql
OBJ-DB-EDU-TRG-TRG-EXERCISES-UPDATED-AT,DB,EDU,trigger,trg_exercises_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/triggers/12-trg_exercises_updated_at.sql
OBJ-DB-EDU-TRG-TRG-MEDIA-RESOURCES-UPDATED-AT,DB,EDU,trigger,trg_media_resources_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/triggers/13-trg_media_resources_updated_at.sql
OBJ-DB-EDU-TRG-TRG-MODULES-UPDATED-AT,DB,EDU,trigger,trg_modules_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/educational_content/triggers/14-trg_modules_updated_at.sql
OBJ-BE-EDU-CTRL-EXERCISES-CONTROLLER,BE,EDU,controller,exercises.controller,educational/controllers/exercises.controller.ts
OBJ-BE-EDU-CTRL-MEDIA-CONTROLLER,BE,EDU,controller,media.controller,educational/controllers/media.controller.ts
OBJ-BE-EDU-CTRL-MODULES-CONTROLLER,BE,EDU,controller,modules.controller,educational/controllers/modules.controller.ts
OBJ-BE-EDU-SVC-EXERCISES-SERVICE,BE,EDU,service,exercises.service,educational/services/exercises.service.ts
OBJ-BE-EDU-SVC-MEDIA-SERVICE,BE,EDU,service,media.service,educational/services/media.service.ts
OBJ-BE-EDU-SVC-MODULES-SERVICE,BE,EDU,service,modules.service,educational/services/modules.service.ts
OBJ-BE-EDU-ENT-ASSESSMENT-RUBRIC-ENTITY,BE,EDU,entity,assessment-rubric.entity,educational/entities/assessment-rubric.entity.ts
OBJ-BE-EDU-ENT-EXERCISE-ENTITY,BE,EDU,entity,exercise.entity,educational/entities/exercise.entity.ts
OBJ-BE-EDU-ENT-MEDIA-RESOURCE-ENTITY,BE,EDU,entity,media-resource.entity,educational/entities/media-resource.entity.ts
OBJ-BE-EDU-ENT-MODULE-ENTITY,BE,EDU,entity,module.entity,educational/entities/module.entity.ts
OBJ-BE-EDU-SVC-MISSIONS-CRON-SERVICE,BE,EDU,service,missions-cron.service,tasks/services/missions-cron.service.ts
OBJ-BE-EDU-SVC-NOTIFICATIONS-CRON-SERVICE,BE,EDU,service,notifications-cron.service,tasks/services/notifications-cron.service.ts
OBJ-DB-PRG-FN-CALCULATE-MODULE-PROGRESS,DB,PRG,function,calculate_module_progress,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/01-calculate_module_progress.sql
OBJ-DB-PRG-FN-GET-USER-PROGRESS-SUMMARY,DB,PRG,function,get_user_progress_summary,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/03-get_user_progress.sql
OBJ-DB-PRG-FN-UPDATE-EXERCISE-SUBMISSIONS-UPDATED-AT,DB,PRG,function,update_exercise_submissions_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/04-record_exercise_attempt.sql
OBJ-DB-PRG-FN-GET-CLASSROOM-ANALYTICS,DB,PRG,function,get_classroom_analytics,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/05-get_classroom_analytics.sql
OBJ-DB-PRG-FN-GRANT-MISSION-COMPLETION-REWARDS,DB,PRG,function,grant_mission_completion_rewards,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/06-update_mission_progress.sql
OBJ-DB-PRG-FN-UPDATE-EXERCISE-SUBMISSIONS-UPDATED-AT,DB,PRG,function,update_exercise_submissions_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/07-update_exercise_submissions_updated_at.sql
OBJ-DB-PRG-FN-CHECK-MECHANIC-COMPLETION,DB,PRG,function,check_mechanic_completion,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/functions/_deprecated/02-check_mechanic_completion.sql
OBJ-DB-PRG-IDX-IDX-MODULE-PROGRESS-ANALYTICS-GIN,DB,PRG,index,idx_module_progress_analytics_gin,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/indexes/01-idx_module_progress_analytics_gin.sql
OBJ-DB-PRG-IDX-IDX-SCHEDULED-MISSIONS-MISSION,DB,PRG,index,idx_scheduled_missions_mission,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/indexes/02-idx_scheduled_missions_mission.sql
OBJ-DB-PRG-UNKN-01-ENABLE-RLS,DB,PRG,unknown,01-enable-rls,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/rls-policies/01-enable-rls.sql
OBJ-DB-PRG-UNKN-02-PROGRESS-POLICIES,DB,PRG,unknown,02-progress-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/rls-policies/02-progress-policies.sql
OBJ-DB-PRG-TRG-MODULE-PROGRESS,DB,PRG,trigger,module_progress,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/tables/01-module_progress.sql
OBJ-DB-PRG-IDX-LEARNING-SESSIONS,DB,PRG,index,learning_sessions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/tables/02-learning_sessions.sql
OBJ-DB-PRG-TRG-EXERCISE-ATTEMPTS,DB,PRG,trigger,exercise_attempts,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/tables/03-exercise_attempts.sql
OBJ-DB-PRG-TRG-EXERCISE-SUBMISSIONS,DB,PRG,trigger,exercise_submissions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/tables/04-exercise_submissions.sql
OBJ-DB-PRG-IDX-SCHEDULED-MISSIONS,DB,PRG,index,scheduled_missions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/tables/05-scheduled_missions.sql
OBJ-DB-PRG-TRG-TRG-UPDATE-USER-STATS-ON-EXERCISE,DB,PRG,trigger,trg_update_user_stats_on_exercise,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/triggers/21-trg_update_user_stats_on_exercise.sql
OBJ-DB-PRG-TRG-EXERCISE-SUBMISSIONS-UPDATED-AT,DB,PRG,trigger,exercise_submissions_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/triggers/22-exercise_submissions_updated_at.sql
OBJ-DB-PRG-TRG-TRG-MODULE-PROGRESS-UPDATED-AT,DB,PRG,trigger,trg_module_progress_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/triggers/23-trg_module_progress_updated_at.sql
OBJ-DB-PRG-VIEW-USER-PROGRESS-SUMMARY,DB,PRG,view,user_progress_summary,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/progress_tracking/views/user_progress_summary.sql
OBJ-BE-PRG-CTRL-EXERCISE-ATTEMPT-CONTROLLER,BE,PRG,controller,exercise-attempt.controller,progress/controllers/exercise-attempt.controller.ts
OBJ-BE-PRG-CTRL-EXERCISE-SUBMISSION-CONTROLLER,BE,PRG,controller,exercise-submission.controller,progress/controllers/exercise-submission.controller.ts
OBJ-BE-PRG-CTRL-LEARNING-SESSION-CONTROLLER,BE,PRG,controller,learning-session.controller,progress/controllers/learning-session.controller.ts
OBJ-BE-PRG-CTRL-MODULE-PROGRESS-CONTROLLER,BE,PRG,controller,module-progress.controller,progress/controllers/module-progress.controller.ts
OBJ-BE-PRG-CTRL-SCHEDULED-MISSION-CONTROLLER,BE,PRG,controller,scheduled-mission.controller,progress/controllers/scheduled-mission.controller.ts
OBJ-BE-PRG-SVC-EXERCISE-ATTEMPT-SERVICE,BE,PRG,service,exercise-attempt.service,progress/services/exercise-attempt.service.ts
OBJ-BE-PRG-SVC-EXERCISE-SUBMISSION-SERVICE,BE,PRG,service,exercise-submission.service,progress/services/exercise-submission.service.ts
OBJ-BE-PRG-SVC-LEARNING-SESSION-SERVICE,BE,PRG,service,learning-session.service,progress/services/learning-session.service.ts
OBJ-BE-PRG-SVC-MODULE-PROGRESS-SERVICE,BE,PRG,service,module-progress.service,progress/services/module-progress.service.ts
OBJ-BE-PRG-SVC-PENDING-ACTIVITIES-SERVICE,BE,PRG,service,pending-activities.service,progress/services/pending-activities.service.ts
OBJ-BE-PRG-SVC-RECENT-ACTIVITY-SERVICE,BE,PRG,service,recent-activity.service,progress/services/recent-activity.service.ts
OBJ-BE-PRG-SVC-SCHEDULED-MISSION-SERVICE,BE,PRG,service,scheduled-mission.service,progress/services/scheduled-mission.service.ts
OBJ-BE-PRG-ENT-EXERCISE-ATTEMPT-ENTITY,BE,PRG,entity,exercise-attempt.entity,progress/entities/exercise-attempt.entity.ts
OBJ-BE-PRG-ENT-EXERCISE-SUBMISSION-ENTITY,BE,PRG,entity,exercise-submission.entity,progress/entities/exercise-submission.entity.ts
OBJ-BE-PRG-ENT-LEARNING-SESSION-ENTITY,BE,PRG,entity,learning-session.entity,progress/entities/learning-session.entity.ts
OBJ-BE-PRG-ENT-MODULE-PROGRESS-ENTITY,BE,PRG,entity,module-progress.entity,progress/entities/module-progress.entity.ts
OBJ-BE-PRG-ENT-SCHEDULED-MISSION-ENTITY,BE,PRG,entity,scheduled-mission.entity,progress/entities/scheduled-mission.entity.ts
OBJ-DB-SOC-FN-CLEANUP-OLD-NOTIFICATIONS,DB,SOC,function,cleanup_old_notifications,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/functions/cleanup_old_notifications.sql
OBJ-DB-SOC-UNKN-01-ENABLE-RLS,DB,SOC,unknown,01-enable-rls,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/01-enable-rls.sql
OBJ-DB-SOC-UNKN-02-POLICIES,DB,SOC,unknown,02-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/02-policies.sql
OBJ-DB-SOC-UNKN-02-SCHOOLS-POLICIES,DB,SOC,unknown,02-schools-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/02-schools-policies.sql
OBJ-DB-SOC-UNKN-03-CLASSROOMS-POLICIES,DB,SOC,unknown,03-classrooms-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/03-classrooms-policies.sql
OBJ-DB-SOC-UNKN-03-GRANTS,DB,SOC,unknown,03-grants,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/03-grants.sql
OBJ-DB-SOC-UNKN-04-CLASSROOM-MEMBERS-POLICIES,DB,SOC,unknown,04-classroom-members-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/04-classroom-members-policies.sql
OBJ-DB-SOC-UNKN-05-FRIENDSHIPS-POLICIES,DB,SOC,unknown,05-friendships-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/05-friendships-policies.sql
OBJ-DB-SOC-UNKN-06-TEAMS-POLICIES,DB,SOC,unknown,06-teams-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/rls-policies/06-teams-policies.sql
OBJ-DB-SOC-IDX-FRIENDSHIPS,DB,SOC,index,friendships,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/01-friendships.sql
OBJ-DB-SOC-TRG-SCHOOLS,DB,SOC,trigger,schools,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/02-schools.sql
OBJ-DB-SOC-TRG-CLASSROOMS,DB,SOC,trigger,classrooms,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/03-classrooms.sql
OBJ-DB-SOC-TRG-CLASSROOM-MEMBERS,DB,SOC,trigger,classroom_members,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/04-classroom_members.sql
OBJ-DB-SOC-TRG-TEAMS,DB,SOC,trigger,teams,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/05-teams.sql
OBJ-DB-SOC-IDX-TEAM-MEMBERS,DB,SOC,index,team_members,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/06-team_members.sql
OBJ-DB-SOC-IDX-TEAM-CHALLENGES,DB,SOC,index,team_challenges,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/tables/07-team_challenges.sql
OBJ-DB-SOC-TRG-TRG-CLASSROOM-MEMBERS-UPDATED-AT,DB,SOC,trigger,trg_classroom_members_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/24-trg_classroom_members_updated_at.sql
OBJ-DB-SOC-TRG-TRG-UPDATE-CLASSROOM-COUNT,DB,SOC,trigger,trg_update_classroom_count,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/25-trg_update_classroom_count.sql
OBJ-DB-SOC-TRG-TRG-CLASSROOMS-UPDATED-AT,DB,SOC,trigger,trg_classrooms_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/26-trg_classrooms_updated_at.sql
OBJ-DB-SOC-TRG-TRG-SCHOOLS-UPDATED-AT,DB,SOC,trigger,trg_schools_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/27-trg_schools_updated_at.sql
OBJ-DB-SOC-TRG-TRG-TEAMS-UPDATED-AT,DB,SOC,trigger,trg_teams_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/social_features/triggers/28-trg_teams_updated_at.sql
OBJ-BE-SOC-CTRL-CLASSROOM-MEMBERS-CONTROLLER,BE,SOC,controller,classroom-members.controller,social/controllers/classroom-members.controller.ts
OBJ-BE-SOC-CTRL-CLASSROOMS-CONTROLLER,BE,SOC,controller,classrooms.controller,social/controllers/classrooms.controller.ts
OBJ-BE-SOC-CTRL-FRIENDSHIPS-CONTROLLER,BE,SOC,controller,friendships.controller,social/controllers/friendships.controller.ts
OBJ-BE-SOC-CTRL-SCHOOLS-CONTROLLER,BE,SOC,controller,schools.controller,social/controllers/schools.controller.ts
OBJ-BE-SOC-CTRL-TEAM-CHALLENGES-CONTROLLER,BE,SOC,controller,team-challenges.controller,social/controllers/team-challenges.controller.ts
OBJ-BE-SOC-CTRL-TEAM-MEMBERS-CONTROLLER,BE,SOC,controller,team-members.controller,social/controllers/team-members.controller.ts
OBJ-BE-SOC-CTRL-TEAMS-CONTROLLER,BE,SOC,controller,teams.controller,social/controllers/teams.controller.ts
OBJ-BE-SOC-SVC-CLASSROOM-MEMBERS-SERVICE,BE,SOC,service,classroom-members.service,social/services/classroom-members.service.ts
OBJ-BE-SOC-SVC-CLASSROOMS-SERVICE,BE,SOC,service,classrooms.service,social/services/classrooms.service.ts
OBJ-BE-SOC-SVC-FRIENDSHIPS-SERVICE,BE,SOC,service,friendships.service,social/services/friendships.service.ts
OBJ-BE-SOC-SVC-SCHOOLS-SERVICE,BE,SOC,service,schools.service,social/services/schools.service.ts
OBJ-BE-SOC-SVC-TEAM-CHALLENGES-SERVICE,BE,SOC,service,team-challenges.service,social/services/team-challenges.service.ts
OBJ-BE-SOC-SVC-TEAM-MEMBERS-SERVICE,BE,SOC,service,team-members.service,social/services/team-members.service.ts
OBJ-BE-SOC-SVC-TEAMS-SERVICE,BE,SOC,service,teams.service,social/services/teams.service.ts
OBJ-BE-SOC-ENT-CLASSROOM-MEMBER-ENTITY,BE,SOC,entity,classroom-member.entity,social/entities/classroom-member.entity.ts
OBJ-BE-SOC-ENT-CLASSROOM-ENTITY,BE,SOC,entity,classroom.entity,social/entities/classroom.entity.ts
OBJ-BE-SOC-ENT-FRIENDSHIP-ENTITY,BE,SOC,entity,friendship.entity,social/entities/friendship.entity.ts
OBJ-BE-SOC-ENT-SCHOOL-ENTITY,BE,SOC,entity,school.entity,social/entities/school.entity.ts
OBJ-BE-SOC-ENT-TEAM-CHALLENGE-ENTITY,BE,SOC,entity,team-challenge.entity,social/entities/team-challenge.entity.ts
OBJ-BE-SOC-ENT-TEAM-MEMBER-ENTITY,BE,SOC,entity,team-member.entity,social/entities/team-member.entity.ts
OBJ-BE-SOC-ENT-TEAM-ENTITY,BE,SOC,entity,team.entity,social/entities/team.entity.ts
OBJ-BE-NOT-CTRL-NOTIFICATIONS-CONTROLLER,BE,NOT,controller,notifications.controller,notifications/controllers/notifications.controller.ts
OBJ-BE-NOT-SVC-NOTIFICATIONS-SERVICE,BE,NOT,service,notifications.service,notifications/services/notifications.service.ts
OBJ-BE-NOT-ENT-NOTIFICATION-ENTITY,BE,NOT,entity,notification.entity,notifications/entities/notification.entity.ts
OBJ-DB-CNT-IDX-IDX-MARIE-CONTENT-GRADE-LEVELS-GIN,DB,CNT,index,idx_marie_content_grade_levels_gin,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/indexes/01-idx_marie_content_grade_levels_gin.sql
OBJ-DB-CNT-IDX-IDX-MARIE-CONTENT-KEYWORDS-GIN,DB,CNT,index,idx_marie_content_keywords_gin,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/indexes/02-idx_marie_content_keywords_gin.sql
OBJ-DB-CNT-UNKN-01-POLICIES,DB,CNT,unknown,01-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/rls-policies/01-policies.sql
OBJ-DB-CNT-TRG-CONTENT-TEMPLATES,DB,CNT,trigger,content_templates,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/tables/01-content_templates.sql
OBJ-DB-CNT-TRG-MARIE-CURIE-CONTENT,DB,CNT,trigger,marie_curie_content,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/tables/02-marie_curie_content.sql
OBJ-DB-CNT-TRG-MEDIA-FILES,DB,CNT,trigger,media_files,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/tables/03-media_files.sql
OBJ-DB-CNT-IDX-CONTENT-VERSIONS,DB,CNT,index,content_versions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/tables/04-content_versions.sql
OBJ-DB-CNT-IDX-FOR,DB,CNT,index,for,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/tables/05-flagged_content.sql
OBJ-DB-CNT-TRG-TRG-CONTENT-TEMPLATES-UPDATED-AT,DB,CNT,trigger,trg_content_templates_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/triggers/08-trg_content_templates_updated_at.sql
OBJ-DB-CNT-TRG-TRG-MARIE-CURIE-CONTENT-UPDATED-AT,DB,CNT,trigger,trg_marie_curie_content_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/triggers/09-trg_marie_curie_content_updated_at.sql
OBJ-DB-CNT-TRG-TRG-MEDIA-FILES-UPDATED-AT,DB,CNT,trigger,trg_media_files_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/content_management/triggers/10-trg_media_files_updated_at.sql
OBJ-BE-CNT-CTRL-CONTENT-TEMPLATES-CONTROLLER,BE,CNT,controller,content-templates.controller,content/controllers/content-templates.controller.ts
OBJ-BE-CNT-CTRL-MARIE-CURIE-CONTENT-CONTROLLER,BE,CNT,controller,marie-curie-content.controller,content/controllers/marie-curie-content.controller.ts
OBJ-BE-CNT-CTRL-MEDIA-FILES-CONTROLLER,BE,CNT,controller,media-files.controller,content/controllers/media-files.controller.ts
OBJ-BE-CNT-SVC-CONTENT-TEMPLATES-SERVICE,BE,CNT,service,content-templates.service,content/services/content-templates.service.ts
OBJ-BE-CNT-SVC-MARIE-CURIE-CONTENT-SERVICE,BE,CNT,service,marie-curie-content.service,content/services/marie-curie-content.service.ts
OBJ-BE-CNT-SVC-MEDIA-FILES-SERVICE,BE,CNT,service,media-files.service,content/services/media-files.service.ts
OBJ-BE-CNT-ENT-CONTENT-TEMPLATE-ENTITY,BE,CNT,entity,content-template.entity,content/entities/content-template.entity.ts
OBJ-BE-CNT-ENT-MARIE-CURIE-CONTENT-ENTITY,BE,CNT,entity,marie-curie-content.entity,content/entities/marie-curie-content.entity.ts
OBJ-BE-CNT-ENT-MEDIA-FILE-ENTITY,BE,CNT,entity,media-file.entity,content/entities/media-file.entity.ts
OBJ-DB-AUD-FN-LOG-AUDIT-EVENT,DB,AUD,function,log_audit_event,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/functions/log_audit_event.sql
OBJ-DB-AUD-UNKN-01-POLICIES,DB,AUD,unknown,01-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/rls-policies/01-policies.sql
OBJ-DB-AUD-IDX-AUDIT-LOGS,DB,AUD,index,audit_logs,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/01-audit_logs.sql
OBJ-DB-AUD-IDX-PERFORMANCE-METRICS,DB,AUD,index,performance_metrics,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/02-performance_metrics.sql
OBJ-DB-AUD-TRG-SYSTEM-ALERTS,DB,AUD,trigger,system_alerts,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/03-system_alerts.sql
OBJ-DB-AUD-IDX-SYSTEM-LOGS,DB,AUD,index,system_logs,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/04-system_logs.sql
OBJ-DB-AUD-IDX-USER-ACTIVITY-LOGS,DB,AUD,index,user_activity_logs,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/05-user_activity_logs.sql
OBJ-DB-AUD-IDX-FOR,DB,AUD,index,for,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/tables/06-user_activity.sql
OBJ-DB-AUD-TRG-TRG-SYSTEM-ALERTS-UPDATED-AT,DB,AUD,trigger,trg_system_alerts_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/audit_logging/triggers/01-trg_system_alerts_updated_at.sql
OBJ-BE-AUD-SVC-AUDIT-SERVICE,BE,AUD,service,audit.service,audit/services/audit.service.ts
OBJ-BE-AUD-ENT-AUDIT-LOG-ENTITY,BE,AUD,entity,audit-log.entity,audit/entities/audit-log.entity.ts
OBJ-DB-CFG-FN-AUDIT-PROFILE-CHANGES,DB,CFG,function,audit_profile_changes,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/01-audit_profile_changes.sql
OBJ-DB-CFG-FN-GET-CURRENT-USER-ID,DB,CFG,function,get_current_user_id,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/02-get_current_user_id.sql
OBJ-DB-CFG-FN-GET-CURRENT-USER-ROLE,DB,CFG,function,get_current_user_role,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/03-get_current_user_role.sql
OBJ-DB-CFG-FN-INITIALIZE-USER-STATS,DB,CFG,function,initialize_user_stats,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/04-initialize_user_stats.sql
